model_1,False,1,15.47560974565544,0.12466558228178458
model_2,False,1,11.50271236049538,0.1806646714103128
model_3,False,1,9.417715505061752,0.12774959930776056
model_4,False,1,22.63338865436689,0.06034967155857332
model_5,False,1,8.845303613904651,0.12613153003811148
model_6,False,1,26.783718312127856,3.496245306310977
model_7,False,1,7.595019818014601,0.006646928975107853
model_9,False,1,22.58784571542494,0.010976229909356022
model_10,False,1,25.826064344621916,4.975354242303814
model_8,False,1,7.729337476087262,0.12519392039973956
model_9,False,1,22.588169408393334,0.01125722695689907
model_10,False,1,25.784301693492203,5.0144356520053455
