model_1,False,1,6.334177688686857,1.5649481149095352
model_2,False,1,6.344637526319678,1.5784808889623585
model_3,False,1,3.720642518632454,0.13711959880983088
model_4,False,1,3.9426080499108007,0.13992478256898935
model_5,False,1,6.344583876776075,-0.2695555381141208
model_6,False,1,7.553297587856166,-0.29471133036053637
model_7,False,1,22.627523110936092,0.05612524783989145
model_8,False,1,6.31312995680252,-0.18832289363397772
model_9,False,1,6.323563669783084,0.023211801397791457
model_10,False,1,28.64002218094101,0.5558793617203645
